Painting ID,Painting Name,short description,long description,
0,"Batch 1 - Jeff Koons ""Michael Jackson and Bubbles"" 1988",Michael Jackson figurine,The overall mood of the piece is joyous. The contentment on Michaels face gives it a happy parental sentiment. Michael is lovingly holding his pet monkey. This picture is trying to convey the parental bond Michael feels with his monkey. This piece makes me sad because he was a tremendous talent who is now gone.,
0,"Batch 1 - Jeff Koons ""Michael Jackson and Bubbles"" 1988",Man and Monkey,This is a tribute to the music legend Michael Jackson and his pet.,
0,"Batch 1 - Jeff Koons ""Michael Jackson and Bubbles"" 1988",Man with chimpanzee,The image is a fanciful portrayal of a delicate-featured man and his pet ape. Both are dressed up in gold and have smiles on their faces. I find the statue unusual and odd. It makes a person wonder why the ape is dressed up like a man and why they are in gold. It is reminiscent of a religious figurine. ,
0,"Batch 1 - Jeff Koons ""Michael Jackson and Bubbles"" 1988",I believe the subject of this piece is the concept of celebrity.,"This statue appears to depict the late King of Pop and his companion Bubbles. In the ancient world, a statue reclining in this manner might depict a warrior or hero. Here it depicts a modern entertainment celebrity. I believe the artist is making a critical statement on the nature of modern celebrity. This is emphasized by his use of gold and the unnaturally white depiction of the African-American Jackson: art idealizes, it reflects luxury and glamor, but taken to the extreme it can be repugnant in its falseness. ",
0,"Batch 1 - Jeff Koons ""Michael Jackson and Bubbles"" 1988",figurine of Michael Jackson and a monkey,This is a cheerful figurine  that makes me smile. I like the gold and Indian motifs in the figure. I am of a fan of Michael so I enjoy this simple and beautiful portrayal of him.,
0,"Batch 1 - Jeff Koons ""Michael Jackson and Bubbles"" 1988",Gold Michael Jackson with a monkey.,"Singer Michael Jackson is sitting down holding a monkey. It appears it's an image of a statue. Both Michael Jackson and the monkey are gold and white, both of their lips are red. The image is displaying friendliness in wildlife, and that all creatures are equal/important. Or perhaps above everything else it's life that is important. I feel peaceful viewing this image and it calms me. It makes me want to listen to some Michael Jackson hits.",
0,"Batch 1 - Jeff Koons ""Michael Jackson and Bubbles"" 1988",artistic rendering of human figure with chimpanzee.,I find it odd.  It puts me in a somewhat confused mood and I dislike the figure overall.  It looks like the image is trying to convey Michael Jackson sitting with a pet chimpanzee.  I deemed him talented but quite odd and that is my impression of this artistic rendering.  Someone i talented but his/her taste is odd.,
0,"Batch 1 - Jeff Koons ""Michael Jackson and Bubbles"" 1988",Man and monkey,It makes me feel very light and bright. The gold color is bright and rich making me feel lighter. The white brings a sense of lightness within me.,
0,"Batch 1 - Jeff Koons ""Michael Jackson and Bubbles"" 1988",man and a monkey ,I think it represents a calming peace. The man and the monkey both look happy and content to be together. It is a oneness with nature in both the fallen leaves and the bond between the man and the monkey.,
0,"Batch 1 - Jeff Koons ""Michael Jackson and Bubbles"" 1988",Figurine of Michael Jackson,I automatically feel this is an older figurine both because of the gold color and because Michael has his beloved Pet monkey Bubbles with him. I think this is a representation of Michael Jackson in a collectible figurine. It makes me feel reminiscent of the time when Michael Jackson was alive and very much on top of the world. ,
0,"Batch 1 - Jeff Koons ""Michael Jackson and Bubbles"" 1988",Michael Jackson and monkey,This is an odd and fairly humorous depiction of Michael Jackson ,
0,"Batch 1 - Jeff Koons ""Michael Jackson and Bubbles"" 1988","The main subject in this image is Michael Jackson, in a vibrant golden colored suit. A monkey with a matching suit sits on his lap and there are flowers surrounding them and on them. A very nice piece of artwork for the right collector.","This image makes me feel good about Michael Jackson. This really captures his kind soul in the look on his face in this image. Also the monkey looks very relaxed , without a care in the world. Almost as if Michael is his own personal security blanket in that moment.",
0,"Batch 1 - Jeff Koons ""Michael Jackson and Bubbles"" 1988",A man in gold holding a monkey dressed the same,I believe this image is trying to convey respect for all animals.  To be kind at heart.,
0,"Batch 1 - Jeff Koons ""Michael Jackson and Bubbles"" 1988",Human figure of a man holding little monkey. Man lookalike Michael Jackson,I think that figure try to describe love and care which humans gave to animals. It makes me happy,
0,"Batch 1 - Jeff Koons ""Michael Jackson and Bubbles"" 1988","Man dress with gold suit allong with pet momkey in matching suits, getting ready to take family pictures",they seem very happy and relaxed with one another,
0,"Batch 1 - Jeff Koons ""Michael Jackson and Bubbles"" 1988",A mad holding a monkey,"It's a little confusing combination. I believe he is a circus performer. He looks satisfied, maybe happy. But I feel creepy. For some reasons I don't like this little souvenir. Maybe their eyes are too dark and it's a big contrast of gold and black freaks me out.  I am not sure what artist wanted to pass to us, maybe how close we are too animals, how many similarities we have with these creations. ",
0,"Batch 1 - Jeff Koons ""Michael Jackson and Bubbles"" 1988",This is a sculpture or figurine of a man and a monkey. ,"The mood seems to be bright and cheerful. With the bright Golf and White colors my mood is lifted. Also, in the picture the monkey is sitting on the mans lap which to me implies companionship or friendship. Since there are what appear to be gold/white flower petals under the man and monkey, it also makes me smile. ",
0,"Batch 1 - Jeff Koons ""Michael Jackson and Bubbles"" 1988",Michael Jackson,"Michael Jackson is sitting, legs outstretched in this statue. There's a monkey in his lap that makes eye contact with the viewer, while Michael does not. The statue conveys a false sense of happiness and has a theatrical, over-the-top quality. It may speak to secrets and lies and mystery.",
0,"Batch 1 - Jeff Koons ""Michael Jackson and Bubbles"" 1988",Michael Jackson with a monkey that could be Bubbles.,It is something breakable that someone would put up in their house if they are a big MJ fan. I feel a little happy and sad when I look at the image. I feel happy because I think this is one of the times Michael was at his happiest but also sad because of what happened to him in the years following this.,
0,"Batch 1 - Jeff Koons ""Michael Jackson and Bubbles"" 1988",Michael Jackson and his monkey Bobo.,I think the image is trying to convey the love between man and animal.  It seems celebratory of the relationship between Michael Jackson and Bobo his monkey.  The image makes me feel happy that man and beast get along so well.,
0,"Batch 1 - Jeff Koons ""Michael Jackson and Bubbles"" 1988","Gold human and animal figurine of Michael Jackson and chimp. It shows Michael Jackson reclining with his chimp. Bubbles, of whom he was very fondThe figure seems to be a memorial and collectible piece.","Its trying to convey that Jackson was an animal lover.  If I were a Jackson fan, I might like it., but I really am not.",
0,"Batch 1 - Jeff Koons ""Michael Jackson and Bubbles"" 1988",Micheal and his monkey,"calm and charming

Michael is holding his monkey

how much micheal loved his monkey

calm because it's real",
0,"Batch 1 - Jeff Koons ""Michael Jackson and Bubbles"" 1988",Statuette.,Michael Jackson lived in a fantasy world.  A beautiful world where people actually loved one another.  A world free of racial bias.  Race is illusory.  ,
0,"Batch 1 - Jeff Koons ""Michael Jackson and Bubbles"" 1988",This is a man in a golden shirt sitting on  the floor. The man has a certain resemblance to Michael Jackson.,The image shows a man sitting on the floor holding his pet chimpanzee. After seeing this image I feel this person is definitely an animal lover as his chimpanzee is wearing the same dress as the man. The image make me feel happy as the man seems pretty contented with his favorite pet on his lap. The overall mood of the image is positive. The strewn leaves in the floor indicate that the man is possibly sitting outside and enjoying the nature.,
0,"Batch 1 - Jeff Koons ""Michael Jackson and Bubbles"" 1988",Golden Figurine of human man and chimp,This is a beautiful piece of art. It makes me feel happy when I think about giving it as a gift.,
0,"Batch 1 - Jeff Koons ""Michael Jackson and Bubbles"" 1988",Gold statue of michael jackson with a monkey,he looks happy.  i think this is pretty fitting for his odd ball personality. ,
0,"Batch 1 - Jeff Koons ""Michael Jackson and Bubbles"" 1988",Michael Jackson and his pet monkey.,"The sentiment of the image conveys loneliness. The monkey is dressed in the same clothing as the person and both the person and the monkey have the same sort of content look on their faces. It's a lonely picture, of someone who (perhaps) does not connect with other people and who has replaced that disconnect with a monkey that can neither speak poorly of him, or good. It makes me feel sad, because I think that there are far too many lonely people in a world that's filled with people. I did some clinical work in a nursing home several years ago and the place almost smelled like loneliness. Many of the residents never had visitors. I would take a few minutes to just talk with the people who wanted to just talk, and I learned so many amazing things. They mainly told me stories about their lives. Many lived through the great depression and had so many amazing stories of survival during that time. I think that the elderly, (especially in America) are some of our most valuable treasures. ",
0,"Batch 1 - Jeff Koons ""Michael Jackson and Bubbles"" 1988",This is the image of a man and a monkey.,"Their clothes are matching which leads me to believe that they are close, like the monkey is a pet. The matching clothes and how they are positioned makes me feel like the monkey is more like a family member. Since there are only a man and the monkey in the photo, i feel like the monkey is also his best friend and with whom the man spends a lot of time with and cares deeply for. The expression on the man's face is sad but the monkey's facial expression is happy as if it were content just by being with the man who is the monkey's primary caregiver.",
0,"Batch 1 - Jeff Koons ""Michael Jackson and Bubbles"" 1988",Famous singer holding a monkey,"The subject looks happy and relaxed. He looks like he enjoys the friendship that the monkey brings him. I feel a bit sad because I know that it is Michael Jackson. Since he is no longer living, I feel sad that he is gone. ",
0,"Batch 1 - Jeff Koons ""Michael Jackson and Bubbles"" 1988",This to me shows royality because its in gold ,the mood is humble and caring for animals,
0,"Batch 1 - Jeff Koons ""Michael Jackson and Bubbles"" 1988","Humans are actually more closely related to apes than to monkeys. But humans did not evolve ""from apes"" either. Apes have a common ancestor with humans much more recent than either apes or humans have with monkeys. ",its thinking of mind,
0,"Batch 1 - Jeff Koons ""Michael Jackson and Bubbles"" 1988","a reclining man holding a clothed monkey on his lap, colored gold and white","The man looks like the late singer Michael Jackson to me, both in facial features and hairstyle. I don't know what the smiling monkey represents, but MJ was an eccentric artist so maybe the monkey represents his playful inner child. The relaxed poses of both man and chimp suggest serenity and contentment, accentuated by the gilded flowers on the base of the statuette.",
1," Joseph Cornell ""Soap Bubble Set"" 1948",A smoking pipe,"The pipe has smoke emanating from it and the small grey clouds waft through the air. It is artistic and sophisticated. There is a sense of effervescence  with the floating objects, yet the grey hue does convey a little bit of sadness or solitude, perhaps even dreamy. ",
1," Joseph Cornell ""Soap Bubble Set"" 1948",A pipe and memories,"I'm not sure what the sentiment is of this. It looks like a pipe, and in the smoke bubbles are shells and leaves. I would interpret this as memories someone has. Floating off into thin air. ",
1," Joseph Cornell ""Soap Bubble Set"" 1948",sea shells in bubbles,Makes me curious because I do not see what it wants to convey.,
1," Joseph Cornell ""Soap Bubble Set"" 1948",Seashells and a pipe,It looks like seashells that are being blown out of a pipe. I'm not quite sure whether or not the seashells being are blown from the pipe are smoke although they appear to be real.,
1," Joseph Cornell ""Soap Bubble Set"" 1948",A pipe and bubbles.,This picture is of a pipe blowing bubbles with shells inside them. I think it is trying to convey whimsy. It makes me feel amused.,
1," Joseph Cornell ""Soap Bubble Set"" 1948",Magic,Items are floating from another item in bubbles. The mood is very creative. The image could be trying to convey magic. This makes me feel very interested.,
1," Joseph Cornell ""Soap Bubble Set"" 1948",smokey shells on disks above a carved pipe,"There is a calmness to the image.  The wood handle on the pipe is natural and a mid tone.  The carved bowl of the pipe has a a talon motif, but it's understated and not overbearing.  The floating disks have smoke colored shells in a purple gray that gives it a natural and calm feeling.",
1," Joseph Cornell ""Soap Bubble Set"" 1948","A picture of a pipe blowing bubbles, and inside the bubbles there are seashells.","The mood is abstract, I think. I don't know why the pipe is blowing bubbles containing different seashells. I have no idea what's going on. It makes me feel weird.",
1," Joseph Cornell ""Soap Bubble Set"" 1948",pipe blowing seashells,"This is a strange and mystical image. I think it speaks to the magic of the ocean, and perhaps its delicate/endangered nature.",
1," Joseph Cornell ""Soap Bubble Set"" 1948",Pipe,"has a certain ""magical"" presence. Seems that  the artwork is trying to convey that the smoke ( sea shells) from the pipe represents some relaxing comfort that smoking a pipe could provide someone.",
1," Joseph Cornell ""Soap Bubble Set"" 1948",pipe blowing seashells,makes me miss the beach,
1," Joseph Cornell ""Soap Bubble Set"" 1948",Surrealist Mixed Media Art Piece,This art piece is surrealist in nature with an image of a pipe blowing bubbles that contain various sea shells. This piece is interesting to look at from the eagle talon and bowl pipe to the bubbles with the sea shells. It has an almost day dream feel to it with a subtle hint towards humor with the pipe blowing bubbles instead of smoke. Additionally the piece has an slight calming effect went the mind drifts to the sea shells and thoughts of the ocean on a beautiful day to the beach.,
1," Joseph Cornell ""Soap Bubble Set"" 1948",It's a pipe with seashell smoke coming out,I don't know. It's trying to say the sea is going up in smoke I guess? I don't like it,
1," Joseph Cornell ""Soap Bubble Set"" 1948",Pipe blowing seashell bubbles,"Cool, fantasy fiction looks like a dragon claw shaped pipe blowing bubbles made out of sea shells. Like some kind of dreamy, far-away magic.",
1," Joseph Cornell ""Soap Bubble Set"" 1948",Framed art,A framed piece of art consisting of an ornate pipe with miscellaneous bubbles of symbolic elements emanating from it. It makes my mind wander.,
1," Joseph Cornell ""Soap Bubble Set"" 1948",a pipe smoking dreams away.,This is an image of a pipe with clouds of images blowing away.  As someone who has been clean and sober for 27 years I can relate to this.  How many of my dreams and plans for my life went up in smoke when I drank or did drugs?,
1," Joseph Cornell ""Soap Bubble Set"" 1948",,,
1," Joseph Cornell ""Soap Bubble Set"" 1948",A sort of carved pipe.,"The mood is quite surreal and seems to be a more modern take on the early surrealist masters. To me, it insists upon itself a bit and lacks any real originality.",
1," Joseph Cornell ""Soap Bubble Set"" 1948",A clay pipe and seashells.,This makes me think of antiques because of the clay pipe. I also think of the beach and ocean with the shells.,
1," Joseph Cornell ""Soap Bubble Set"" 1948",seashells,"The mood of this piece is happy because the main focal point is white. The sentiment is innocence because white represents innocence. It looks like an elaborate pipe is blowing out seashells. Im honestly not sure what this image is trying to convey, I have never really understood abstract art and that is what i take this to be. This piece makes me feel slightly dumb because I don't understand what it is suppose to be.",
1," Joseph Cornell ""Soap Bubble Set"" 1948",Artistic work,This Image is trying to represent the motion of having sea in a box.,
1," Joseph Cornell ""Soap Bubble Set"" 1948",pipe with shells,"A white ivory and wood pipe appears to be releasing ephemeral pictures of black and white photographs of fossils of ancient life forms. The pipe itself is in the shape of a claw holding the bowl. The pipe is in the shape of a mystical creature, but the blobs coming out of the pipe instead of smoke are of real, hard, microscope images of life long before humans. We as humans often create these myths, but when we find out the reality through science, we find what we don't know isn't terrifying like our imaginations. ",
1," Joseph Cornell ""Soap Bubble Set"" 1948",The subject of the image is form and imagination.,"The artist depicts an elaborate pipe, which appears to be a dragon holding a cup, out of which issues bubbles full of exquisitely formed shells. On one level, I think the artist is just celebrating the beauty of form for its own sake, with all of its complexities, delights and exquisite little details. On another level, I think this image (which on a realistic level is absurd) is a representation of the imagination: how the mind produces thoughts that, while nonsensical on the level of the real, are beautiful enough that they SHOULD be true... and in a way they area.",
1," Joseph Cornell ""Soap Bubble Set"" 1948",framed image of smoking pipe,"I find this beautiful and calming. I enjoy the simplicity in the black, white and grey tones. The carving of the pipe is beautiful and the nautilus shells floating in the bubbles are so serene. ",
1," Joseph Cornell ""Soap Bubble Set"" 1948",A white pipe blowing sea shells.,This image is dark and it appears the objects are underwater in the deep cold sea. The image makes me alone and as if I were the creator of sea shells.,
1," Joseph Cornell ""Soap Bubble Set"" 1948",It's a bubble pipe spewing bubbles with a shell in each bubble.,"I like this.  It gives me a light mood, with a fun idea (bubble pipe) and an interesting twist with sea shells in the bubbles.  I like both bubble pipes and sea shells and really like their combination in this artwork.",
1," Joseph Cornell ""Soap Bubble Set"" 1948",Shell bubbles out pipe,This is a heavy feeling picture. The dark background feels real dark. The pip brings a lighter feeling with the shells but feel heavier with the dark background.,
1," Joseph Cornell ""Soap Bubble Set"" 1948",pipe and bubbles,The mood of this is relaxed and tranquil. The discs and seashells seem like bubbles coming up from the pipe. This makes me feel calm with a little bit of fantasy. ,
1," Joseph Cornell ""Soap Bubble Set"" 1948",A portrait or painting,This is strange looking to me. It seems to be a pipe blowing bubbles that contain shells. It reminds me of the ocean but I do not understand what the image is trying to say.,
1," Joseph Cornell ""Soap Bubble Set"" 1948",Pipe with bubbles,The object is a smoking pipe with bubbles containing seashells emanating from it,
1," Joseph Cornell ""Soap Bubble Set"" 1948","The main subject in this image is the sea shells inside of the circles. I am unsure of what exactly the wooden looking item is. However the white, claw looking object looks to me like some kind of an old artifact.",The only thing I am sure of in this image is of the sea shell looking objects. I am not totally sure as to what is going on in this image. It looks as if it is trying to tell a story in some way. It makes me confused because I am not too sure what to think of it other than the sea shells and claw looking pipe that I see.,
1," Joseph Cornell ""Soap Bubble Set"" 1948",A photo of different micro organisms being swooped into some sort of vacuum object.,I believe this object is trying to convey that we are all made up of the same things and we are all just a drop in the bucket.,
1," Joseph Cornell ""Soap Bubble Set"" 1948",It's a image of some kind of pipe which releases baloons in which there is tiny snail houses.,Image confuses me.,
1," Joseph Cornell ""Soap Bubble Set"" 1948",Shell Life,looks like artist is preserving shells that was picked up on a local bench possibility by her daughter and she was not placed them in shadow box to preserve them. ,
1," Joseph Cornell ""Soap Bubble Set"" 1948","Shells , a human's hand.","Very attractive image, abstractions.  I can see a warrior, or a knight. However I don't feel frightened or aggressive. I see a harmony in this image.  Little sea shells makes me feel comfortable and positive. 

There three different materials in this picture: wood, gypsum? and sea shells(mostly made up of calcium). Maybe the artist wanted to show how everything is connected in this world. Wood associated with nature; gypsum with humans; sea shells symbolizes again nature. So we are somewhere between, and all together we make one piece - a peaceful warrior. ",
1," Joseph Cornell ""Soap Bubble Set"" 1948","Appears to be a wooden handled pipe or bubble blower, where the bowl is an eagles claw with pictures of bubbles containing shells in each.","I am not moved to an emotion with this abstract. The setting is somber yet intriguing. With the bubbles rising out of the pipe, it makes me think about what is up above. I can not grasp one emotion here, but rather emotionless as I look.",
1," Joseph Cornell ""Soap Bubble Set"" 1948","A pipe blows ""bubbles"" that are actually shells.","There is, again, a magical and mystical quality to this image. A sense of surrealism. It's not possible, of course, to produce shells from an egg. A talon grips a shell that seems to be the point from which the shells ""germinate."" It is as if the bird, invisible, is the ocean/mother and hatches tangible elements that are a part of the whole of its habitat.",
1," Joseph Cornell ""Soap Bubble Set"" 1948",Looks to be a pipe blowing out some form of bubbles.,"I don't feel anything when I look at this picture, maybe a little bit of confusion because I am unsure about what is in the image.",
1," Joseph Cornell ""Soap Bubble Set"" 1948",Sea shells and the cup,"The image seems to be a reflection of various experiences  from the artist.  The sea shells seem to be ""caught"" by the cup and  ""released"" by the cup-like memories.  The sea shells are different from one another.  I think the cup signifies the mind/memories and the sea shells represent memories involving the experiences of the artist.  The image pleases me because the memory seems to be one of pleasure for the artist.  I can relate to pleasant memories.  I have a few of my own.",
1," Joseph Cornell ""Soap Bubble Set"" 1948","A picture of a pipe with seashells inside of bubbles coming out of it

","Its trying to convey a whimsical,thought provoking response.  The picture makes me feel calm.",
1," Joseph Cornell ""Soap Bubble Set"" 1948",a claw looking like a smoking pipe blowing out bubbles filled with seashells,I can't really say,
1," Joseph Cornell ""Soap Bubble Set"" 1948",Sculptural diorama.,A  seafarer's pipe showing the thought process while smoking.,
1," Joseph Cornell ""Soap Bubble Set"" 1948",A bubble blower. ,This is an interesting image that shows a bubble blower that is blowing bubbles containing various types of sea shells. The image looks quite nice and is eye catching and is definitely interesting as we don't expect to see sea shells floating about in the air in bubbles. Probably the artist meant to indicate that the holder of the bubble blower is dreaming of the sea? ,
1," Joseph Cornell ""Soap Bubble Set"" 1948",Painting of seashell filled bubbles rising from a seashell pipe,This makes me feel somber because of the dark color, but also full of wonder because of the whimsical nature of seashells and bubbles.
1," Joseph Cornell ""Soap Bubble Set"" 1948",seashells and a pipe,its pretty in not sure what it would be trying to convey,
1," Joseph Cornell ""Soap Bubble Set"" 1948",A smoking pipe with different ear shapes.,"The sentiment is one of not being heard. In my opinion, the pipe represents the mouth, the images of ears floating up where smoke would normally be conveys words or expressions that people seem to hear, but a person may not feel as though they are actually being heard. The image makes me feel a sense of agreement.  Because there are so many ways that we can express things to others through words, bu the heart and feelings behind the true expression, or true emotion, sometimes has a form that makes it impossible to express no matter how many words are spoken to the hearers, they can never truly hear the heart. ",
1," Joseph Cornell ""Soap Bubble Set"" 1948",A pipe and bubbles containing seashells,There are seashell-filled bubbles coming from a pipe that may belong to a carefree individual. The shells are different which could represent different ideas. I don't see any animals inside of the shell which could either be empty dreams or hopeful thoughts.,
1," Joseph Cornell ""Soap Bubble Set"" 1948",Cool and unusual,"The image is cool. I think that it conveys a mood of mystery, sadness, and uniqueness. I feel interested in knowing more.",
1," Joseph Cornell ""Soap Bubble Set"" 1948",seashells,the image to me is exploring different shells,
1," Joseph Cornell ""Soap Bubble Set"" 1948","Magritte painted the Treachery of Images, when he was 30 years old.[citation needed] It is currently[when?] on display at the Los Angeles County Museum of Art.[citation needed] His statement is taken to mean that the painting itself is not a pipe. The painting is merely an image of a pipe. Hence, the description, ""this is not a pipe."" The theme of pipes with the text ""Ceci n'est pas une pipe"" is extended in his 1966 painting, Les Deux Myst?��res.",its really amazing art,
1," Joseph Cornell ""Soap Bubble Set"" 1948","A shadow box containing a pipe carved in the shape of a dragon's forelimb holding a cup, with a background image of seashells suspended in bubbles emerging from the pipe.","This is a low-key piece of art that is simultaneously muted and exciting. The dark background makes the white pipe and shells ""pop,"" while the ghostliness of the shells makes them seem faded and insubstantial like wisps of smoke.",
2," Caravaggio ""boy with basket"" 1593",A man carrying a basket of fruits,The man has a worn out look on his face. The muscle tones suggests the basket is heavy. He is mostly carrying the fruit for his master. This might be a routine job for him. His face looks older than his actual age.  The boy seems to have a feeling of being fated with wasting his time doing menial tasks when he could have been doing something else more important. ,
2," Caravaggio ""boy with basket"" 1593",A woman and her fruit basket.,"I think this woman was busy. She was out picking fruit to come back as a servant. She looks like a worked woman, who could probably use a break. ",
2," Caravaggio ""boy with basket"" 1593",person with fruit basket,"Not sure what in conveys, person looks sad but basket is full of nice fruit so why is he/she sad? ",
2," Caravaggio ""boy with basket"" 1593",Person holding a basket of fruit,It looks like a person carrying a basket of fruit. Not sure whether or not the fruit came from their garden or if it came from the store but it does appear to be a little  heavy from the look on the person's face. It  makes me feel happy as it reminds me of myself going to pick fruits and vegetable out of my grandfathers garden many years ago.,
2," Caravaggio ""boy with basket"" 1593",A man with fruit.,This picture is of a man holding a large basket of fruit. I believe it is trying to convey abundance. It makes me feel calm.,
2," Caravaggio ""boy with basket"" 1593",Passionate,The person is bringing someone a basket of fruit. Maybe it is trying to convey the act of giving. This makes me feel good I wouldn't mind getting a gift.,
2," Caravaggio ""boy with basket"" 1593",Effeminate boy holding a basket of fruit,"There is definitely a sexuality to the painting.  The boy looks innocent, but he's carrying a basket full of sexual imagery, and the basket is overflowing.  The flowing shirt falling over the shoulder and the boy's neck bent to expose his neck is definitely signs of seduction.  I really like this style...Carravagio with sexy boys with bedroom eyes.",
2," Caravaggio ""boy with basket"" 1593",A tired lady holding fruit and leaves in a basket.,"This image makes me feel tired just looking at it. She must be exhausted. It's trying to convey a strong working woman, probably. I don't know what else it could be conveying. I wouldn't want this in my house. ",
2," Caravaggio ""boy with basket"" 1593",Subject with bounty of fruit,"This image has a classical/romantic feel. I think the mood is serene. There is a bounty of fruit and, hence, an opulence in the image.",
2," Caravaggio ""boy with basket"" 1593",Youn Man,"Seems that he is sad and or exhausted and the fact that he is carrying a basket full of fruit to me, represents his reward for hard work... ""fruits of labor"".",
2," Caravaggio ""boy with basket"" 1593",man holding basket,reminds me of history class at school,
2," Caravaggio ""boy with basket"" 1593",Painting of individual holding basket of fruits.,"The individual in the painting is somewhat ambiguous and could be either a male or a female in the facial structure but by shoulder structure is obviously supposed to be a male. With that said the figure fades into the background with its muted neutral colorations and the eye is drawn towards the basket full of brightly colored fruits and foliage. Whether the individual is a peasant that has returned from the fall harvest or a depiction of a harvest or fertility god, the painting itself is overall muted and carries an air of stuffiness with it.",
2," Caravaggio ""boy with basket"" 1593",It's some weird looking guy with a basket of fruits,It's trying to say guys fruity. I'm kind of amused by the picture.,
2," Caravaggio ""boy with basket"" 1593",Gay men love fruit baskets?,"OK, overly dramatic, romantic view of young men holding basket of fruit. Very much cherubic, angel inspired but a little silly and over the top.",
